Data from Absorbance__34__15-22-58-900.txt Node

Date: Wed May 05 15:22:58 CEST 2021
User: thoma
Spectrometer: FLMS06037
Trigger mode: 0
Integration Time (sec): 1,451500E-1
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
187,642	-0
188,109	-0
188,576	-0
189,043	-0
189,51	-0,42
189,976	-0
190,443	0,06
190,91	0,32
191,376	-0
191,843	1,03
192,309	-0,14
192,776	0
193,242	-0,67
193,708	-0
194,175	0,35
194,641	0,1
195,107	0,44
195,573	-0
196,039	-0,39
196,505	-0
196,971	-0
197,437	0,07
197,903	0,27
198,369	0,12
198,835	0,09
199,301	0,09
199,766	0,1
200,232	0,09
200,698	0,09
201,163	0,1
201,629	0,11
202,094	0,11
202,56	0,12
203,025	0,11
203,49	0,13
203,956	0,12
204,421	0,11
204,886	0,13
205,351	0,13
205,816	0,13
206,281	0,12
206,746	0,13
207,211	0,14
207,676	0,12
208,141	0,13
208,606	0,13
209,071	0,15
209,536	0,16
210	0,19
210,465	0,18
210,929	0,21
211,394	0,22
211,859	0,23
212,323	0,26
212,787	0,29
213,252	0,31
213,716	0,34
214,18	0,36
214,645	0,41
215,109	0,43
215,573	0,46
216,037	0,51
216,501	0,57
216,965	0,62
217,429	0,68
217,893	0,71
218,357	0,8
218,82	0,83
219,284	0,89
219,748	0,95
220,211	0,99
220,675	1,06
221,139	1,09
221,602	1,14
222,066	1,18
222,529	1,2
222,992	1,27
223,456	1,27
223,919	1,32
224,382	1,37
224,845	1,36
225,308	1,4
225,772	1,42
226,235	1,44
226,698	1,46
227,16	1,47
227,623	1,49
228,086	1,49
228,549	1,5
229,012	1,51
229,474	1,54
229,937	1,54
230,4	1,53
230,862	1,54
231,325	1,54
231,787	1,56
232,25	1,53
232,712	1,53
233,174	1,54
233,637	1,55
234,099	1,55
234,561	1,54
235,023	1,53
235,485	1,55
235,947	1,56
236,409	1,52
236,871	1,56
237,333	1,55
237,795	1,53
238,257	1,53
238,718	1,54
239,18	1,54
239,642	1,53
240,103	1,53
240,565	1,52
241,026	1,55
241,488	1,52
241,949	1,51
242,411	1,54
242,872	1,53
243,333	1,53
243,795	1,53
244,256	1,54
244,717	1,51
245,178	1,51
245,639	1,52
246,1	1,51
246,561	1,53
247,022	1,53
247,483	1,54
247,943	1,58
248,404	1,57
248,865	1,56
249,325	1,56
249,786	1,58
250,247	1,58
250,707	1,57
251,168	1,59
251,628	1,58
252,088	1,57
252,549	1,59
253,009	1,57
253,469	1,6
253,929	1,6
254,389	1,59
254,849	1,6
255,309	1,61
255,769	1,58
256,229	1,6
256,689	1,6
257,149	1,63
257,609	1,64
258,069	1,63
258,528	1,63
258,988	1,65
259,448	1,63
259,907	1,64
260,367	1,65
260,826	1,65
261,285	1,66
261,745	1,66
262,204	1,65
262,663	1,66
263,122	1,66
263,582	1,64
264,041	1,66
264,5	1,67
264,959	1,67
265,418	1,67
265,877	1,68
266,336	1,66
266,794	1,66
267,253	1,67
267,712	1,66
268,171	1,67
268,629	1,65
269,088	1,66
269,546	1,66
270,005	1,67
270,463	1,67
270,922	1,67
271,38	1,66
271,838	1,67
272,296	1,67
272,755	1,66
273,213	1,66
273,671	1,66
274,129	1,66
274,587	1,66
275,045	1,66
275,503	1,64
275,961	1,67
276,418	1,66
276,876	1,66
277,334	1,68
277,791	1,65
278,249	1,67
278,707	1,68
279,164	1,67
279,622	1,65
280,079	1,65
280,536	1,67
280,994	1,67
281,451	1,65
281,908	1,65
282,365	1,64
282,822	1,66
283,28	1,67
283,737	1,67
284,193	1,65
284,65	1,64
285,107	1,64
285,564	1,68
286,021	1,65
286,478	1,66
286,934	1,65
287,391	1,65
287,848	1,65
288,304	1,67
288,761	1,64
289,217	1,65
289,673	1,67
290,13	1,66
290,586	1,64
291,042	1,64
291,498	1,63
291,955	1,63
292,411	1,66
292,867	1,62
293,323	1,66
293,779	1,64
294,235	1,61
294,69	1,65
295,146	1,64
295,602	1,63
296,058	1,62
296,513	1,62
296,969	1,63
297,424	1,63
297,88	1,61
298,335	1,6
298,791	1,61
299,246	1,6
299,701	1,6
300,157	1,6
300,612	1,59
301,067	1,6
301,522	1,59
301,977	1,59
302,432	1,6
302,887	1,61
303,342	1,6
303,797	1,62
304,252	1,6
304,707	1,6
305,161	1,61
305,616	1,61
306,071	1,6
306,525	1,6
306,98	1,61
307,434	1,59
307,889	1,59
308,343	1,62
308,797	1,59
309,252	1,58
309,706	1,6
310,16	1,61
310,614	1,61
311,068	1,58
311,522	1,6
311,976	1,58
312,43	1,59
312,884	1,58
313,338	1,6
313,792	1,57
314,245	1,57
314,699	1,57
315,153	1,57
315,606	1,56
316,06	1,54
316,513	1,55
316,967	1,54
317,42	1,55
317,873	1,56
318,327	1,56
318,78	1,55
319,233	1,54
319,686	1,55
320,139	1,53
320,592	1,53
321,045	1,55
321,498	1,54
321,951	1,53
322,404	1,54
322,857	1,53
323,31	1,52
323,762	1,52
324,215	1,49
324,667	1,49
325,12	1,46
325,573	1,48
326,025	1,47
326,477	1,47
326,93	1,5
327,382	1,51
327,834	1,55
328,286	1,54
328,739	1,54
329,191	1,53
329,643	1,53
330,095	1,51
330,547	1,51
330,999	1,5
331,45	1,5
331,902	1,49
332,354	1,48
332,806	1,46
333,257	1,48
333,709	1,49
334,16	1,48
334,612	1,46
335,063	1,49
335,515	1,48
335,966	1,49
336,417	1,49
336,869	1,51
337,32	1,49
337,771	1,46
338,222	1,42
338,673	1,42
339,124	1,39
339,575	1,42
340,026	1,41
340,477	1,4
340,928	1,4
341,378	1,39
341,829	1,4
342,28	1,39
342,73	1,38
343,181	1,4
343,631	1,39
344,082	1,39
344,532	1,37
344,982	1,38
345,433	1,37
345,883	1,37
346,333	1,37
346,783	1,37
347,233	1,37
347,683	1,37
348,133	1,36
348,583	1,36
349,033	1,37
349,483	1,37
349,933	1,36
350,383	1,37
350,832	1,35
351,282	1,34
351,732	1,34
352,181	1,34
352,631	1,35
353,08	1,34
353,529	1,33
353,979	1,33
354,428	1,3
354,877	1,33
355,327	1,34
355,776	1,31
356,225	1,32
356,674	1,3
357,123	1,3
357,572	1,31
358,021	1,32
358,469	1,28
358,918	1,29
359,367	1,3
359,816	1,28
360,264	1,28
360,713	1,27
361,161	1,3
361,61	1,27
362,058	1,27
362,507	1,26
362,955	1,27
363,403	1,27
363,852	1,26
364,3	1,26
364,748	1,26
365,196	1,26
365,644	1,25
366,092	1,25
366,54	1,25
366,988	1,24
367,436	1,24
367,883	1,25
368,331	1,21
368,779	1,22
369,226	1,23
369,674	1,24
370,121	1,21
370,569	1,2
371,016	1,21
371,464	1,2
371,911	1,19
372,358	1,2
372,805	1,19
373,253	1,18
