Tid	Kanal A
(s)	(V)

0.00538701	0.70866140
0.00541762	0.78740160
0.00544822	0.70866140
0.00547883	0.70866140
0.00550944	0.78740160
0.00554005	0.78740160
0.00557066	0.70866140
0.00560126	0.70866140
0.00563187	0.70866140
0.00566248	0.70866140
0.00569309	0.70866140
0.00572370	0.70866140
0.00575430	0.70866140
0.00578491	0.70866140
0.00581552	0.70866140
0.00584613	0.70866140
0.00587674	0.70866140
0.00590734	0.78740160
0.00593795	0.70866140
0.00596856	0.78740160
0.00599917	0.70866140
0.00602978	0.78740160
0.00606038	0.70866140
0.00609099	0.78740160
0.00612160	0.70866140
0.00615221	0.78740160
0.00618282	0.78740160
0.00621342	0.78740160
0.00624403	0.78740160
0.00627464	0.78740160
0.00630525	0.78740160
0.00633586	0.78740160
0.00636646	0.78740160
0.00639707	0.78740160
0.00642768	0.78740160
0.00645829	0.78740160
0.00648890	0.78740160
0.00651950	0.78740160
0.00655011	0.70866140
0.00658072	0.70866140
0.00661133	0.70866140
0.00664194	0.78740160
0.00667254	0.78740160
0.00670315	0.78740160
0.00673376	0.78740160
0.00676437	0.78740160
0.00679498	0.78740160
0.00682558	0.78740160
0.00685619	0.78740160
0.00688680	0.78740160
0.00691741	0.78740160
0.00694802	0.78740160
0.00697862	0.78740160
0.00700923	0.78740160
0.00703984	0.78740160
0.00707045	0.78740160
0.00710106	0.78740160
0.00713166	0.78740160
0.00716227	0.78740160
0.00719288	0.78740160
0.00722349	0.78740160
0.00725410	0.78740160
0.00728470	0.78740160
0.00731531	0.78740160
0.00734592	0.78740160
0.00737653	0.78740160
0.00740714	0.78740160
0.00743774	0.78740160
0.00746835	0.78740160
0.00749896	0.78740160
0.00752957	0.78740160
0.00756018	0.78740160
0.00759078	0.78740160
0.00762139	0.78740160
0.00765200	0.78740160
0.00768261	0.78740160
0.00771322	0.78740160
0.00774382	0.78740160
0.00777443	0.78740160
0.00780504	0.78740160
0.00783565	0.78740160
0.00786626	0.78740160
0.00789686	0.78740160
0.00792747	0.78740160
0.00795808	0.78740160
0.00798869	0.78740160
0.00801930	0.78740160
0.00804990	0.78740160
0.00808051	0.78740160
0.00811112	0.78740160
0.00814173	0.78740160
0.00817234	0.78740160
0.00820294	0.78740160
0.00823355	0.78740160
0.00826416	0.78740160
0.00829477	0.78740160
0.00832538	0.78740160
0.00835598	0.78740160
0.00838659	0.78740160
0.00841720	0.78740160
0.00844781	0.78740160
0.00847842	0.78740160
0.00850902	0.78740160
0.00853963	0.78740160
0.00857024	0.78740160
0.00860085	0.78740160
0.00863146	0.78740160
0.00866206	0.78740160
0.00869267	0.78740160
0.00872328	0.78740160
0.00875389	0.78740160
0.00878450	0.78740160
0.00881510	0.78740160
0.00884571	0.78740160
0.00887632	0.78740160
0.00890693	0.78740160
0.00893754	0.78740160
0.00896814	0.78740160
0.00899875	0.78740160
0.00902936	0.78740160
0.00905997	0.78740160
0.00909058	0.78740160
0.00912118	0.78740160
0.00915179	0.78740160
0.00918240	0.70866140
0.00921301	0.78740160
0.00924362	0.78740160
0.00927422	0.78740160
0.00930483	0.78740160
0.00933544	0.78740160
0.00936605	0.78740160
0.00939666	0.78740160
0.00942726	0.78740160
0.00945787	0.78740160
0.00948848	0.78740160
0.00951909	0.78740160
0.00954970	0.78740160
0.00958030	0.78740160
