Tid	Kanal A
(s)	(V)

0.00000000	5.98425200
0.00003061	5.98425200
0.00006122	5.98425200
0.00009182	5.98425200
0.00012243	5.98425200
0.00015304	5.98425200
0.00018365	5.98425200
0.00021426	5.98425200
0.00024486	6.06299200
0.00027547	6.06299200
0.00030608	6.06299200
0.00033669	6.06299200
0.00036730	6.06299200
0.00039790	6.06299200
0.00042851	6.06299200
0.00045912	6.06299200
0.00048973	6.06299200
0.00052034	6.06299200
0.00055094	6.06299200
0.00058155	6.06299200
0.00061216	6.06299200
0.00064277	6.06299200
0.00067338	6.06299200
0.00070398	6.06299200
0.00073459	6.06299200
0.00076520	5.98425200
0.00079581	6.06299200
0.00082642	6.06299200
0.00085702	6.06299200
0.00088763	5.98425200
0.00091824	5.98425200
0.00094885	5.98425200
0.00097946	5.98425200
0.00101006	5.98425200
0.00104067	5.98425200
0.00107128	5.98425200
0.00110189	5.98425200
0.00113250	5.98425200
0.00116310	5.98425200
0.00119371	5.98425200
0.00122432	5.98425200
0.00125493	5.98425200
0.00128554	5.98425200
0.00131614	5.98425200
0.00134675	5.90551200
0.00137736	5.90551200
0.00140797	5.90551200
0.00143858	5.90551200
0.00146918	5.90551200
0.00149979	5.90551200
0.00153040	5.90551200
0.00156101	5.82677200
0.00159162	5.82677200
0.00162222	5.82677200
0.00165283	5.82677200
0.00168344	5.82677200
0.00171405	5.82677200
0.00174466	5.74803200
0.00177526	5.74803200
0.00180587	5.74803200
0.00183648	5.74803200
0.00186709	5.74803200
0.00189770	5.74803200
0.00192830	5.74803200
0.00195891	5.74803200
0.00198952	5.66929100
0.00202013	5.74803200
0.00205074	5.66929100
0.00208134	5.66929100
0.00211195	5.66929100
0.00214256	5.66929100
0.00217317	5.66929100
0.00220378	5.66929100
0.00223438	5.66929100
0.00226499	5.66929100
0.00229560	5.66929100
0.00232621	5.59055100
0.00235682	5.59055100
0.00238742	5.59055100
0.00241803	5.59055100
0.00244864	5.59055100
0.00247925	5.59055100
0.00250986	5.59055100
0.00254046	5.59055100
0.00257107	5.59055100
0.00260168	5.59055100
0.00263229	5.59055100
0.00266290	5.59055100
0.00269350	5.59055100
0.00272411	5.59055100
0.00275472	5.59055100
0.00278533	5.59055100
0.00281594	5.59055100
0.00284654	5.59055100
0.00287715	5.59055100
0.00290776	5.59055100
0.00293837	5.59055100
0.00296898	5.59055100
0.00299958	5.59055100
0.00303019	5.59055100
0.00306080	5.59055100
0.00309141	5.59055100
0.00312202	5.59055100
0.00315262	5.59055100
0.00318323	5.59055100
0.00321384	5.59055100
0.00324445	5.59055100
0.00327506	5.59055100
0.00330566	5.59055100
0.00333627	5.59055100
0.00336688	5.59055100
0.00339749	5.59055100
0.00342810	5.59055100
0.00345870	5.66929100
0.00348931	5.66929100
0.00351992	5.66929100
0.00355053	5.66929100
0.00358114	5.66929100
0.00361174	5.66929100
0.00364235	5.66929100
0.00367296	5.66929100
0.00370357	5.74803200
0.00373418	5.74803200
0.00376478	5.74803200
0.00379539	5.74803200
0.00382600	5.74803200
0.00385661	5.74803200
0.00388722	5.74803200
0.00391782	5.82677200
0.00394843	5.82677200
0.00397904	5.82677200
0.00400965	5.82677200
0.00404026	5.82677200
0.00407086	5.82677200
0.00410147	5.82677200
0.00413208	5.82677200
0.00416269	5.90551200
0.00419330	5.90551200
0.00422390	5.90551200
0.00425451	5.90551200
0.00428512	5.90551200
0.00431573	5.90551200
0.00434634	5.98425200
0.00437694	5.90551200
0.00440755	5.98425200
0.00443816	5.98425200
0.00446877	5.98425200
0.00449938	5.98425200
0.00452998	5.98425200
0.00456059	5.98425200
0.00459120	6.06299200
0.00462181	5.98425200
0.00465242	6.06299200
0.00468302	5.98425200
0.00471363	6.06299200
0.00474424	6.06299200
0.00477485	6.06299200
0.00480546	6.06299200
0.00483606	6.06299200
0.00486667	6.06299200
0.00489728	6.06299200
0.00492789	6.06299200
0.00495850	6.06299200
0.00498910	6.06299200
0.00501971	6.14173200
0.00505032	6.06299200
0.00508093	6.06299200
0.00511154	6.06299200
0.00514214	6.06299200
0.00517275	6.06299200
0.00520336	6.06299200
0.00523397	6.06299200
0.00526458	6.06299200
0.00529518	6.06299200
0.00532579	6.14173200
0.00535640	6.06299200
