Tid	Kanal A
(s)	(V)

0.00000000	4.48818900
0.00003061	4.48818900
0.00006122	4.48818900
0.00009182	4.40944900
0.00012243	4.40944900
0.00015304	4.40944900
0.00018365	4.40944900
0.00021426	4.40944900
0.00024486	4.33070900
0.00027547	4.33070900
0.00030608	4.33070900
0.00033669	4.33070900
0.00036730	4.33070900
0.00039790	4.25196800
0.00042851	4.25196800
0.00045912	4.25196800
0.00048973	4.25196800
0.00052034	4.25196800
0.00055094	4.17322800
0.00058155	4.25196800
0.00061216	4.17322800
0.00064277	4.17322800
0.00067338	4.17322800
0.00070398	4.17322800
0.00073459	4.09448800
0.00076520	4.09448800
0.00079581	4.09448800
0.00082642	4.09448800
0.00085702	4.09448800
0.00088763	4.09448800
0.00091824	4.01574800
0.00094885	4.01574800
0.00097946	4.01574800
0.00101006	4.01574800
0.00104067	4.01574800
0.00107128	4.01574800
0.00110189	4.01574800
0.00113250	4.01574800
0.00116310	3.93700800
0.00119371	4.01574800
0.00122432	3.93700800
0.00125493	3.93700800
0.00128554	3.93700800
0.00131614	3.93700800
0.00134675	3.93700800
0.00137736	3.93700800
0.00140797	3.93700800
0.00143858	3.93700800
0.00146918	3.93700800
0.00149979	3.93700800
0.00153040	3.93700800
0.00156101	3.93700800
0.00159162	3.93700800
0.00162222	3.93700800
0.00165283	3.93700800
0.00168344	3.93700800
0.00171405	3.93700800
0.00174466	3.93700800
0.00177526	3.93700800
0.00180587	4.01574800
0.00183648	3.93700800
0.00186709	4.01574800
0.00189770	4.01574800
0.00192830	4.01574800
0.00195891	4.01574800
0.00198952	4.01574800
0.00202013	4.01574800
0.00205074	4.01574800
0.00208134	4.01574800
0.00211195	4.01574800
0.00214256	4.09448800
0.00217317	4.09448800
0.00220378	4.09448800
0.00223438	4.09448800
0.00226499	4.09448800
0.00229560	4.17322800
0.00232621	4.17322800
0.00235682	4.17322800
0.00238742	4.17322800
0.00241803	4.17322800
0.00244864	4.17322800
0.00247925	4.17322800
0.00250986	4.17322800
0.00254046	4.17322800
0.00257107	4.25196800
0.00260168	4.25196800
0.00263229	4.25196800
0.00266290	4.25196800
0.00269350	4.25196800
0.00272411	4.25196800
0.00275472	4.25196800
0.00278533	4.25196800
0.00281594	4.25196800
0.00284654	4.33070900
0.00287715	4.33070900
0.00290776	4.33070900
0.00293837	4.33070900
0.00296898	4.33070900
0.00299958	4.33070900
0.00303019	4.33070900
0.00306080	4.40944900
0.00309141	4.40944900
0.00312202	4.33070900
0.00315262	4.33070900
0.00318323	4.40944900
0.00321384	4.40944900
0.00324445	4.40944900
0.00327506	4.40944900
0.00330566	4.40944900
0.00333627	4.40944900
0.00336688	4.40944900
0.00339749	4.40944900
0.00342810	4.40944900
0.00345870	4.40944900
0.00348931	4.40944900
0.00351992	4.40944900
0.00355053	4.40944900
0.00358114	4.40944900
0.00361174	4.40944900
0.00364235	4.40944900
0.00367296	4.40944900
0.00370357	4.40944900
0.00373418	4.40944900
0.00376478	4.40944900
0.00379539	4.40944900
0.00382600	4.40944900
0.00385661	4.40944900
0.00388722	4.40944900
0.00391782	4.33070900
0.00394843	4.33070900
0.00397904	4.33070900
0.00400965	4.33070900
0.00404026	4.33070900
0.00407086	4.33070900
0.00410147	4.33070900
0.00413208	4.33070900
0.00416269	4.33070900
0.00419330	4.33070900
0.00422390	4.33070900
0.00425451	4.33070900
0.00428512	4.33070900
0.00431573	4.33070900
0.00434634	4.33070900
0.00437694	4.25196800
0.00440755	4.33070900
0.00443816	4.33070900
0.00446877	4.25196800
0.00449938	4.25196800
0.00452998	4.25196800
0.00456059	4.25196800
0.00459120	4.25196800
0.00462181	4.25196800
0.00465242	4.25196800
0.00468302	4.25196800
0.00471363	4.25196800
0.00474424	4.25196800
0.00477485	4.25196800
0.00480546	4.25196800
0.00483606	4.17322800
0.00486667	4.25196800
0.00489728	4.17322800
0.00492789	4.17322800
0.00495850	4.17322800
0.00498910	4.17322800
0.00501971	4.17322800
0.00505032	4.17322800
0.00508093	4.17322800
0.00511154	4.17322800
0.00514214	4.17322800
0.00517275	4.17322800
0.00520336	4.17322800
0.00523397	4.17322800
0.00526458	4.09448800
0.00529518	4.17322800
0.00532579	4.09448800
0.00535640	4.09448800
