Tid	Kanal A
(s)	(V)

0.00000000	1.73228300
0.00003061	1.81102400
0.00006122	1.73228300
0.00009182	1.73228300
0.00012243	1.73228300
0.00015304	1.81102400
0.00018365	1.73228300
0.00021426	1.73228300
0.00024486	1.73228300
0.00027547	1.73228300
0.00030608	1.73228300
0.00033669	1.73228300
0.00036730	1.73228300
0.00039790	1.73228300
0.00042851	1.73228300
0.00045912	1.73228300
0.00048973	1.73228300
0.00052034	1.73228300
0.00055094	1.73228300
0.00058155	1.73228300
0.00061216	1.73228300
0.00064277	1.73228300
0.00067338	1.73228300
0.00070398	1.73228300
0.00073459	1.73228300
0.00076520	1.73228300
0.00079581	1.73228300
0.00082642	1.73228300
0.00085702	1.73228300
0.00088763	1.73228300
0.00091824	1.73228300
0.00094885	1.73228300
0.00097946	1.73228300
0.00101006	1.65354300
0.00104067	1.73228300
0.00107128	1.65354300
0.00110189	1.73228300
0.00113250	1.73228300
0.00116310	1.65354300
0.00119371	1.65354300
0.00122432	1.65354300
0.00125493	1.65354300
0.00128554	1.65354300
0.00131614	1.65354300
0.00134675	1.65354300
0.00137736	1.65354300
0.00140797	1.65354300
0.00143858	1.65354300
0.00146918	1.65354300
0.00149979	1.65354300
0.00153040	1.65354300
0.00156101	1.65354300
0.00159162	1.65354300
0.00162222	1.65354300
0.00165283	1.57480300
0.00168344	1.57480300
0.00171405	1.57480300
0.00174466	1.57480300
0.00177526	1.57480300
0.00180587	1.57480300
0.00183648	1.57480300
0.00186709	1.57480300
0.00189770	1.57480300
0.00192830	1.57480300
0.00195891	1.57480300
0.00198952	1.57480300
0.00202013	1.57480300
0.00205074	1.57480300
0.00208134	1.57480300
0.00211195	1.57480300
0.00214256	1.57480300
0.00217317	1.57480300
0.00220378	1.57480300
0.00223438	1.57480300
0.00226499	1.49606300
0.00229560	1.49606300
0.00232621	1.49606300
0.00235682	1.49606300
0.00238742	1.49606300
0.00241803	1.49606300
0.00244864	1.49606300
0.00247925	1.49606300
0.00250986	1.49606300
0.00254046	1.49606300
0.00257107	1.49606300
0.00260168	1.57480300
0.00263229	1.49606300
0.00266290	1.49606300
0.00269350	1.49606300
0.00272411	1.49606300
0.00275472	1.49606300
0.00278533	1.49606300
0.00281594	1.49606300
0.00284654	1.49606300
0.00287715	1.49606300
0.00290776	1.49606300
0.00293837	1.49606300
0.00296898	1.49606300
0.00299958	1.49606300
0.00303019	1.49606300
0.00306080	1.49606300
0.00309141	1.49606300
0.00312202	1.49606300
0.00315262	1.49606300
0.00318323	1.49606300
0.00321384	1.49606300
0.00324445	1.49606300
0.00327506	1.49606300
0.00330566	1.49606300
0.00333627	1.49606300
0.00336688	1.49606300
0.00339749	1.49606300
0.00342810	1.49606300
0.00345870	1.49606300
0.00348931	1.49606300
0.00351992	1.49606300
0.00355053	1.49606300
0.00358114	1.49606300
0.00361174	1.49606300
0.00364235	1.49606300
0.00367296	1.49606300
0.00370357	1.49606300
0.00373418	1.49606300
0.00376478	1.49606300
0.00379539	1.49606300
0.00382600	1.49606300
0.00385661	1.49606300
0.00388722	1.49606300
0.00391782	1.49606300
0.00394843	1.49606300
0.00397904	1.49606300
0.00400965	1.49606300
0.00404026	1.49606300
0.00407086	1.49606300
0.00410147	1.41732300
0.00413208	1.49606300
0.00416269	1.41732300
0.00419330	1.41732300
0.00422390	1.41732300
0.00425451	1.41732300
0.00428512	1.41732300
0.00431573	1.41732300
0.00434634	1.41732300
0.00437694	1.41732300
0.00440755	1.41732300
0.00443816	1.41732300
0.00446877	1.41732300
0.00449938	1.41732300
0.00452998	1.41732300
0.00456059	1.41732300
0.00459120	1.41732300
0.00462181	1.49606300
0.00465242	1.41732300
0.00468302	1.41732300
0.00471363	1.41732300
0.00474424	1.49606300
0.00477485	1.41732300
0.00480546	1.41732300
0.00483606	1.41732300
0.00486667	1.41732300
0.00489728	1.41732300
0.00492789	1.49606300
0.00495850	1.41732300
0.00498910	1.41732300
0.00501971	1.41732300
0.00505032	1.41732300
0.00508093	1.41732300
0.00511154	1.41732300
0.00514214	1.41732300
0.00517275	1.41732300
0.00520336	1.41732300
0.00523397	1.41732300
0.00526458	1.41732300
0.00529518	1.41732300
0.00532579	1.41732300
0.00535640	1.41732300
