Frekvens	Kanal A	Kanal B
(ms)	(V)	(V)

0.00000000	2.99212600	0.23622050
0.01224000	3.07086600	0.23622050
0.02448000	3.07086600	0.23622050
0.03672000	3.07086600	0.23622050
0.04896000	3.07086600	0.23622050
0.06120000	3.07086600	0.23622050
0.07344000	3.07086600	0.23622050
0.08568000	3.07086600	0.23622050
0.09792000	3.07086600	0.23622050
0.11016000	3.14960600	0.23622050
0.12240000	3.14960600	0.23622050
0.13464000	3.14960600	0.23622050
0.14688000	3.14960600	0.23622050
0.15912000	3.14960600	0.23622050
0.17136000	3.14960600	0.23622050
0.18360000	3.14960600	0.23622050
0.19584000	3.14960600	0.23622050
0.20807999	3.14960600	0.23622050
0.22031999	3.14960600	0.23622050
0.23255999	3.22834600	0.31496060
0.24479999	3.14960600	0.23622050
0.25703999	3.14960600	0.23622050
0.26927999	3.22834600	0.23622050
0.28151999	3.22834600	0.31496060
0.29375999	3.22834600	0.23622050
0.30599999	3.22834600	0.31496060
0.31823999	3.22834600	0.23622050
0.33047999	3.22834600	0.23622050
0.34271999	3.22834600	0.23622050
0.35495999	3.22834600	0.31496060
0.36719999	3.22834600	0.23622050
0.37943999	3.22834600	0.31496060
0.39167999	3.22834600	0.31496060
0.40391999	3.22834600	0.31496060
0.41615999	3.22834600	0.31496060
0.42839999	3.22834600	0.31496060
0.44063999	3.22834600	0.31496060
0.45287999	3.22834600	0.31496060
0.46511999	3.22834600	0.31496060
0.47735999	3.22834600	0.31496060
0.48959999	3.22834600	0.31496060
0.50183999	3.22834600	0.31496060
0.51407999	3.22834600	0.31496060
0.52631999	3.22834600	0.31496060
0.53855999	3.22834600	0.31496060
0.55079999	3.22834600	0.31496060
0.56303999	3.22834600	0.31496060
0.57527999	3.22834600	0.31496060
0.58751999	3.22834600	0.31496060
0.59975999	3.22834600	0.31496060
0.61199999	3.22834600	0.31496060
0.62423998	3.22834600	0.31496060
0.63647998	3.22834600	0.31496060
0.64871998	3.22834600	0.31496060
0.66095998	3.22834600	0.31496060
0.67319998	3.22834600	0.31496060
0.68543998	3.22834600	0.31496060
0.69767998	3.22834600	0.31496060
0.70991998	3.22834600	0.31496060
0.72215998	3.22834600	0.31496060
0.73439998	3.22834600	0.31496060
0.74663998	3.22834600	0.39370080
0.75887998	3.22834600	0.31496060
0.77111998	3.22834600	0.31496060
0.78335998	3.22834600	0.31496060
0.79559998	3.22834600	0.39370080
0.80783998	3.22834600	0.31496060
0.82007998	3.14960600	0.39370080
0.83231998	3.14960600	0.39370080
0.84455998	3.14960600	0.39370080
0.85679998	3.14960600	0.39370080
0.86903998	3.14960600	0.39370080
0.88127998	3.14960600	0.39370080
0.89351998	3.14960600	0.39370080
0.90575998	3.14960600	0.31496060
0.91799998	3.14960600	0.39370080
0.93023998	3.14960600	0.39370080
0.94247998	3.14960600	0.39370080
0.95471998	3.14960600	0.39370080
0.96695998	3.14960600	0.39370080
0.97919998	3.14960600	0.31496060
0.99143998	3.14960600	0.39370080
1.00367998	3.14960600	0.39370080
1.01591998	3.07086600	0.39370080
1.02815998	3.14960600	0.39370080
1.04039997	3.14960600	0.39370080
1.05263997	3.07086600	0.39370080
1.06487997	3.07086600	0.39370080
1.07711997	3.07086600	0.39370080
1.08935997	3.07086600	0.39370080
1.10159997	3.07086600	0.39370080
1.11383997	3.07086600	0.39370080
1.12607997	3.07086600	0.39370080
1.13831997	3.07086600	0.39370080
1.15055997	3.07086600	0.39370080
1.16279997	3.07086600	0.39370080
1.17503997	3.07086600	0.39370080
1.18727997	2.99212600	0.39370080
1.19951997	2.99212600	0.39370080
1.21175997	3.07086600	0.39370080
1.22399997	2.99212600	0.39370080
1.23623997	2.99212600	0.39370080
1.24847997	2.99212600	0.39370080
1.26071997	2.99212600	0.39370080
1.27295997	2.99212600	0.39370080
1.28519997	2.99212600	0.39370080
1.29743997	2.99212600	0.39370080
1.30967997	2.99212600	0.47244100
1.32191997	2.99212600	0.39370080
1.33415997	2.99212600	0.47244100
1.34639997	2.99212600	0.47244100
1.35863997	2.91338600	0.39370080
1.37087997	2.91338600	0.47244100
1.38311997	2.99212600	0.47244100
1.39535997	2.91338600	0.39370080
1.40759997	2.91338600	0.47244100
1.41983997	2.91338600	0.47244100
1.43207997	2.91338600	0.47244100
1.44431997	2.91338600	0.39370080
1.45655996	2.91338600	0.47244100
1.46879996	2.91338600	0.39370080
1.48103996	2.91338600	0.47244100
1.49327996	2.83464600	0.47244100
1.50551996	2.91338600	0.47244100
1.51775996	2.83464600	0.47244100
1.52999996	2.83464600	0.47244100
