Frekvens	Kanal A	Kanal B
(ms)	(V)	(V)

0.00000000	1.65354300	6.45669300
0.01224000	1.65354300	6.45669300
0.02448000	1.65354300	6.45669300
0.03672000	1.73228300	6.45669300
0.04896000	1.73228300	6.45669300
0.06120000	1.73228300	6.45669300
0.07344000	1.73228300	6.45669300
0.08568000	1.73228300	6.45669300
0.09792000	1.73228300	6.45669300
0.11016000	1.73228300	6.45669300
0.12240000	1.73228300	6.45669300
0.13464000	1.81102400	6.45669300
0.14688000	1.81102400	6.45669300
0.15912000	1.81102400	6.45669300
0.17136000	1.81102400	6.45669300
0.18360000	1.81102400	6.45669300
0.19584000	1.81102400	6.45669300
0.20807999	1.81102400	6.45669300
0.22031999	1.81102400	6.45669300
0.23255999	1.88976400	6.45669300
0.24479999	1.88976400	6.45669300
0.25703999	1.88976400	6.45669300
0.26927999	1.88976400	6.45669300
0.28151999	1.88976400	6.45669300
0.29375999	1.88976400	6.45669300
0.30599999	1.88976400	6.45669300
0.31823999	1.96850400	6.45669300
0.33047999	1.88976400	6.45669300
0.34271999	1.96850400	6.45669300
0.35495999	1.96850400	6.45669300
0.36719999	1.96850400	6.45669300
0.37943999	1.96850400	6.45669300
0.39167999	1.96850400	6.45669300
0.40391999	1.96850400	6.45669300
0.41615999	2.04724400	6.37795300
0.42839999	2.04724400	6.45669300
0.44063999	2.04724400	6.37795300
0.45287999	2.04724400	6.45669300
0.46511999	2.04724400	6.45669300
0.47735999	2.04724400	6.45669300
0.48959999	2.04724400	6.37795300
0.50183999	2.04724400	6.45669300
0.51407999	2.04724400	6.37795300
0.52631999	2.04724400	6.45669300
0.53855999	2.12598400	6.37795300
0.55079999	2.12598400	6.45669300
0.56303999	2.12598400	6.45669300
0.57527999	2.12598400	6.37795300
0.58751999	2.12598400	6.37795300
0.59975999	2.12598400	6.45669300
0.61199999	2.12598400	6.37795300
0.62423998	2.20472400	6.37795300
0.63647998	2.20472400	6.37795300
0.64871998	2.20472400	6.37795300
0.66095998	2.20472400	6.37795300
0.67319998	2.20472400	6.37795300
0.68543998	2.20472400	6.37795300
0.69767998	2.20472400	6.37795300
0.70991998	2.20472400	6.37795300
0.72215998	2.20472400	6.37795300
0.73439998	2.20472400	6.37795300
0.74663998	2.28346500	6.37795300
0.75887998	2.20472400	6.37795300
0.77111998	2.28346500	6.37795300
0.78335998	2.28346500	6.37795300
0.79559998	2.28346500	6.37795300
0.80783998	2.28346500	6.37795300
0.82007998	2.28346500	6.37795300
0.83231998	2.28346500	6.37795300
0.84455998	2.28346500	6.37795300
0.85679998	2.28346500	6.37795300
0.86903998	2.36220500	6.37795300
0.88127998	2.36220500	6.37795300
0.89351998	2.36220500	6.37795300
0.90575998	2.36220500	6.29921200
0.91799998	2.36220500	6.37795300
0.93023998	2.36220500	6.37795300
0.94247998	2.36220500	6.37795300
0.95471998	2.36220500	6.37795300
0.96695998	2.36220500	6.37795300
0.97919998	2.36220500	6.37795300
0.99143998	2.44094500	6.37795300
1.00367998	2.44094500	6.29921200
1.01591998	2.44094500	6.37795300
1.02815998	2.44094500	6.29921200
1.04039997	2.44094500	6.37795300
1.05263997	2.44094500	6.29921200
1.06487997	2.44094500	6.29921200
1.07711997	2.44094500	6.29921200
1.08935997	2.44094500	6.29921200
1.10159997	2.51968500	6.29921200
1.11383997	2.51968500	6.29921200
1.12607997	2.51968500	6.29921200
1.13831997	2.51968500	6.29921200
1.15055997	2.51968500	6.29921200
1.16279997	2.51968500	6.29921200
1.17503997	2.51968500	6.29921200
1.18727997	2.51968500	6.29921200
1.19951997	2.51968500	6.29921200
1.21175997	2.59842500	6.29921200
1.22399997	2.59842500	6.29921200
1.23623997	2.59842500	6.29921200
1.24847997	2.59842500	6.29921200
1.26071997	2.59842500	6.29921200
1.27295997	2.59842500	6.29921200
1.28519997	2.59842500	6.29921200
1.29743997	2.59842500	6.29921200
1.30967997	2.67716500	6.29921200
1.32191997	2.67716500	6.29921200
1.33415997	2.67716500	6.29921200
1.34639997	2.67716500	6.29921200
1.35863997	2.67716500	6.29921200
1.37087997	2.67716500	6.29921200
1.38311997	2.67716500	6.29921200
1.39535997	2.67716500	6.29921200
1.40759997	2.67716500	6.29921200
1.41983997	2.67716500	6.29921200
1.43207997	2.75590500	6.29921200
1.44431997	2.75590500	6.29921200
1.45655996	2.75590500	6.29921200
1.46879996	2.75590500	6.29921200
1.48103996	2.75590500	6.29921200
1.49327996	2.75590500	6.29921200
1.50551996	2.75590500	6.29921200
1.51775996	2.75590500	6.29921200
1.52999996	2.83464600	6.29921200
