Frekvens	Kanal A	Kanal B
(ms)	(V)	(V)

0.00000000	3.77952800	1.10236200
0.01224000	3.77952800	1.10236200
0.02448000	3.77952800	1.10236200
0.03672000	3.77952800	1.10236200
0.04896000	3.70078700	1.10236200
0.06120000	3.70078700	1.10236200
0.07344000	3.70078700	1.10236200
0.08568000	3.70078700	1.10236200
0.09792000	3.62204700	1.02362200
0.11016000	3.62204700	1.10236200
0.12240000	3.62204700	1.10236200
0.13464000	3.62204700	1.10236200
0.14688000	3.62204700	1.10236200
0.15912000	3.54330700	1.10236200
0.17136000	3.54330700	1.02362200
0.18360000	3.54330700	1.10236200
0.19584000	3.46456700	1.10236200
0.20807999	3.46456700	1.10236200
0.22031999	3.46456700	1.02362200
0.23255999	3.46456700	1.10236200
0.24479999	3.38582700	1.02362200
0.25703999	3.38582700	1.02362200
0.26927999	3.38582700	1.02362200
0.28151999	3.30708700	1.02362200
0.29375999	3.30708700	1.02362200
0.30599999	3.30708700	1.02362200
0.31823999	3.30708700	1.02362200
0.33047999	3.22834600	1.02362200
0.34271999	3.22834600	1.02362200
0.35495999	3.22834600	1.02362200
0.36719999	3.14960600	1.02362200
0.37943999	3.14960600	1.02362200
0.39167999	3.14960600	1.02362200
0.40391999	3.14960600	1.02362200
0.41615999	3.14960600	1.02362200
0.42839999	3.07086600	1.02362200
0.44063999	3.07086600	1.02362200
0.45287999	3.07086600	1.02362200
0.46511999	2.99212600	1.02362200
0.47735999	2.99212600	1.02362200
0.48959999	2.99212600	1.02362200
0.50183999	2.99212600	1.02362200
0.51407999	2.91338600	1.02362200
0.52631999	2.91338600	1.02362200
0.53855999	2.91338600	1.02362200
0.55079999	2.83464600	1.02362200
0.56303999	2.83464600	1.02362200
0.57527999	2.83464600	1.02362200
0.58751999	2.75590500	1.02362200
0.59975999	2.83464600	1.02362200
0.61199999	2.75590500	1.02362200
0.62423998	2.75590500	1.02362200
0.63647998	2.67716500	1.02362200
0.64871998	2.67716500	1.02362200
0.66095998	2.67716500	1.02362200
0.67319998	2.67716500	1.02362200
0.68543998	2.59842500	0.94488190
0.69767998	2.59842500	1.02362200
0.70991998	2.59842500	1.02362200
0.72215998	2.51968500	1.02362200
0.73439998	2.51968500	1.02362200
0.74663998	2.51968500	1.02362200
0.75887998	2.44094500	0.94488190
0.77111998	2.44094500	1.02362200
0.78335998	2.44094500	0.94488190
0.79559998	2.44094500	1.02362200
0.80783998	2.44094500	0.94488190
0.82007998	2.36220500	1.02362200
0.83231998	2.36220500	0.94488190
0.84455998	2.36220500	0.94488190
0.85679998	2.28346500	0.94488190
0.86903998	2.28346500	0.94488190
0.88127998	2.28346500	0.94488190
0.89351998	2.28346500	0.94488190
0.90575998	2.20472400	0.94488190
0.91799998	2.20472400	0.94488190
0.93023998	2.20472400	0.94488190
0.94247998	2.12598400	0.94488190
0.95471998	2.12598400	0.94488190
0.96695998	2.12598400	0.94488190
0.97919998	2.12598400	0.94488190
0.99143998	2.04724400	0.94488190
1.00367998	2.04724400	0.94488190
1.01591998	2.04724400	0.94488190
1.02815998	2.04724400	0.94488190
1.04039997	1.96850400	0.94488190
1.05263997	1.96850400	0.94488190
1.06487997	1.96850400	0.94488190
1.07711997	1.88976400	0.94488190
1.08935997	1.88976400	0.94488190
1.10159997	1.88976400	0.94488190
1.11383997	1.88976400	0.94488190
1.12607997	1.88976400	0.94488190
1.13831997	1.81102400	0.94488190
1.15055997	1.81102400	0.94488190
1.16279997	1.81102400	0.94488190
1.17503997	1.81102400	0.94488190
1.18727997	1.73228300	0.94488190
1.19951997	1.73228300	0.94488190
1.21175997	1.73228300	0.94488190
1.22399997	1.73228300	0.94488190
1.23623997	1.65354300	0.94488190
1.24847997	1.65354300	0.86614170
1.26071997	1.65354300	0.94488190
1.27295997	1.65354300	0.86614170
1.28519997	1.57480300	0.94488190
1.29743997	1.57480300	0.86614170
1.30967997	1.57480300	0.94488190
1.32191997	1.49606300	0.86614170
1.33415997	1.49606300	0.86614170
1.34639997	1.49606300	0.94488190
1.35863997	1.49606300	0.94488190
1.37087997	1.49606300	0.86614170
1.38311997	1.49606300	0.86614170
1.39535997	1.41732300	0.86614170
1.40759997	1.41732300	0.86614170
1.41983997	1.41732300	0.86614170
1.43207997	1.41732300	0.94488190
1.44431997	1.33858300	0.86614170
1.45655996	1.33858300	0.86614170
1.46879996	1.33858300	0.86614170
1.48103996	1.33858300	0.86614170
1.49327996	1.33858300	0.86614170
1.50551996	1.25984300	0.86614170
1.51775996	1.25984300	0.86614170
1.52999996	1.25984300	0.86614170
