Frekvens	Kanal A	Kanal B
(ms)	(V)	(V)

0.00000000	5.59055100	1.33858300
0.01224000	5.59055100	1.33858300
0.02448000	5.59055100	1.33858300
0.03672000	5.59055100	1.33858300
0.04896000	5.59055100	1.33858300
0.06120000	5.59055100	1.33858300
0.07344000	5.59055100	1.33858300
0.08568000	5.59055100	1.33858300
0.09792000	5.59055100	1.33858300
0.11016000	5.59055100	1.33858300
0.12240000	5.59055100	1.33858300
0.13464000	5.59055100	1.33858300
0.14688000	5.59055100	1.33858300
0.15912000	5.59055100	1.33858300
0.17136000	5.66929100	1.33858300
0.18360000	5.66929100	1.33858300
0.19584000	5.59055100	1.33858300
0.20807999	5.59055100	1.33858300
0.22031999	5.66929100	1.33858300
0.23255999	5.59055100	1.33858300
0.24479999	5.59055100	1.33858300
0.25703999	5.66929100	1.33858300
0.26927999	5.66929100	1.33858300
0.28151999	5.66929100	1.33858300
0.29375999	5.66929100	1.33858300
0.30599999	5.66929100	1.33858300
0.31823999	5.66929100	1.33858300
0.33047999	5.59055100	1.33858300
0.34271999	5.66929100	1.33858300
0.35495999	5.66929100	1.25984300
0.36719999	5.66929100	1.25984300
0.37943999	5.66929100	1.25984300
0.39167999	5.66929100	1.33858300
0.40391999	5.66929100	1.33858300
0.41615999	5.66929100	1.25984300
0.42839999	5.66929100	1.33858300
0.44063999	5.66929100	1.25984300
0.45287999	5.66929100	1.25984300
0.46511999	5.66929100	1.25984300
0.47735999	5.66929100	1.33858300
0.48959999	5.66929100	1.25984300
0.50183999	5.66929100	1.25984300
0.51407999	5.66929100	1.25984300
0.52631999	5.66929100	1.25984300
0.53855999	5.66929100	1.25984300
0.55079999	5.66929100	1.25984300
0.56303999	5.66929100	1.25984300
0.57527999	5.66929100	1.25984300
0.58751999	5.66929100	1.25984300
0.59975999	5.66929100	1.25984300
0.61199999	5.66929100	1.25984300
0.62423998	5.66929100	1.25984300
0.63647998	5.66929100	1.25984300
0.64871998	5.66929100	1.25984300
0.66095998	5.66929100	1.25984300
0.67319998	5.66929100	1.25984300
0.68543998	5.66929100	1.25984300
0.69767998	5.66929100	1.25984300
0.70991998	5.66929100	1.25984300
0.72215998	5.66929100	1.25984300
0.73439998	5.59055100	1.25984300
0.74663998	5.66929100	1.25984300
0.75887998	5.66929100	1.25984300
0.77111998	5.66929100	1.25984300
0.78335998	5.59055100	1.25984300
0.79559998	5.66929100	1.25984300
0.80783998	5.59055100	1.25984300
0.82007998	5.59055100	1.25984300
0.83231998	5.59055100	1.25984300
0.84455998	5.59055100	1.25984300
0.85679998	5.59055100	1.25984300
0.86903998	5.59055100	1.25984300
0.88127998	5.59055100	1.18110200
0.89351998	5.59055100	1.18110200
0.90575998	5.59055100	1.18110200
0.91799998	5.59055100	1.25984300
0.93023998	5.59055100	1.18110200
0.94247998	5.59055100	1.25984300
0.95471998	5.59055100	1.25984300
0.96695998	5.59055100	1.25984300
0.97919998	5.59055100	1.18110200
0.99143998	5.59055100	1.25984300
1.00367998	5.59055100	1.18110200
1.01591998	5.51181100	1.25984300
1.02815998	5.51181100	1.18110200
1.04039997	5.51181100	1.18110200
1.05263997	5.51181100	1.18110200
1.06487997	5.51181100	1.18110200
1.07711997	5.51181100	1.18110200
1.08935997	5.51181100	1.18110200
1.10159997	5.51181100	1.18110200
1.11383997	5.51181100	1.18110200
1.12607997	5.51181100	1.18110200
1.13831997	5.51181100	1.18110200
1.15055997	5.51181100	1.18110200
1.16279997	5.51181100	1.18110200
1.17503997	5.51181100	1.18110200
1.18727997	5.51181100	1.18110200
1.19951997	5.43307100	1.18110200
1.21175997	5.43307100	1.18110200
1.22399997	5.43307100	1.18110200
1.23623997	5.43307100	1.18110200
1.24847997	5.43307100	1.18110200
1.26071997	5.43307100	1.18110200
1.27295997	5.43307100	1.18110200
1.28519997	5.43307100	1.18110200
1.29743997	5.43307100	1.18110200
1.30967997	5.43307100	1.18110200
1.32191997	5.43307100	1.18110200
1.33415997	5.43307100	1.18110200
1.34639997	5.35433100	1.18110200
1.35863997	5.35433100	1.18110200
1.37087997	5.35433100	1.18110200
1.38311997	5.35433100	1.18110200
1.39535997	5.35433100	1.18110200
1.40759997	5.35433100	1.18110200
1.41983997	5.35433100	1.18110200
1.43207997	5.35433100	1.18110200
1.44431997	5.27559000	1.18110200
1.45655996	5.27559000	1.18110200
1.46879996	5.27559000	1.10236200
1.48103996	5.27559000	1.10236200
1.49327996	5.27559000	1.18110200
1.50551996	5.27559000	1.18110200
1.51775996	5.27559000	1.10236200
1.52999996	5.27559000	1.18110200
