Tid	Kanal A	Kanal B
(ms)	(V)	(V)

0.00000000	6.29921200	1.57480300
0.01224000	6.29921200	1.57480300
0.02448000	6.22047200	1.57480300
0.03672000	6.22047200	1.57480300
0.04896000	6.14173200	1.57480300
0.06120000	6.14173200	1.57480300
0.07344000	6.06299200	1.57480300
0.08568000	6.06299200	1.57480300
0.09792000	5.98425200	1.57480300
0.11016000	5.90551200	1.57480300
0.12240000	5.90551200	1.57480300
0.13464000	5.82677200	1.57480300
0.14688000	5.74803200	1.57480300
0.15912000	5.66929100	1.57480300
0.17136000	5.66929100	1.41732300
0.18360000	5.59055100	1.41732300
0.19584000	5.51181100	1.41732300
0.20807999	5.51181100	1.41732300
0.22031999	5.43307100	1.41732300
0.23255999	5.27559000	1.41732300
0.24479999	5.27559000	1.41732300
0.25703999	5.19685000	1.41732300
0.26927999	5.11811000	1.41732300
0.28151999	5.03937000	1.41732300
0.29375999	4.96063000	1.41732300
0.30599999	4.88189000	1.41732300
0.31823999	4.80315000	1.41732300
0.33047999	4.72441000	1.41732300
0.34271999	4.72441000	1.41732300
0.35495999	4.64566900	1.41732300
0.36719999	4.56692900	1.41732300
0.37943999	4.48818900	1.41732300
0.39167999	4.40944900	1.41732300
0.40391999	4.33070900	1.41732300
0.41615999	4.25196800	1.41732300
0.42839999	4.17322800	1.41732300
0.44063999	4.09448800	1.25984300
0.45287999	4.01574800	1.25984300
0.46511999	3.93700800	1.25984300
0.47735999	3.85826800	1.25984300
0.48959999	3.77952800	1.25984300
0.50183999	3.70078700	1.25984300
0.51407999	3.62204700	1.25984300
0.52631999	3.62204700	1.25984300
0.53855999	3.54330700	1.25984300
0.55079999	3.46456700	1.25984300
0.56303999	3.38582700	1.25984300
0.57527999	3.30708700	1.25984300
0.58751999	3.22834600	1.25984300
0.59975999	3.14960600	1.25984300
0.61199999	3.07086600	1.25984300
0.62423998	3.07086600	1.25984300
0.63647998	2.99212600	1.25984300
0.64871998	2.91338600	1.25984300
0.66095998	2.83464600	1.10236200
0.67319998	2.75590500	1.25984300
0.68543998	2.75590500	1.25984300
0.69767998	2.67716500	1.10236200
0.70991998	2.67716500	1.10236200
0.72215998	2.59842500	1.10236200
0.73439998	2.51968500	1.10236200
0.74663998	2.44094500	1.10236200
0.75887998	2.44094500	1.10236200
0.77111998	2.36220500	1.10236200
0.78335998	2.36220500	1.10236200
0.79559998	2.28346500	1.10236200
0.80783998	2.28346500	1.10236200
0.82007998	2.28346500	1.10236200
0.83231998	2.20472400	1.10236200
0.84455998	2.12598400	1.10236200
0.85679998	2.12598400	1.10236200
0.86903998	2.12598400	1.10236200
0.88127998	2.12598400	1.10236200
0.89351998	2.04724400	1.10236200
0.90575998	2.04724400	1.10236200
0.91799998	2.04724400	1.10236200
0.93023998	2.04724400	0.94488190
0.94247998	1.96850400	1.10236200
0.95471998	1.96850400	0.94488190
0.96695998	1.96850400	0.94488190
0.97919998	1.96850400	0.94488190
0.99143998	1.96850400	0.94488190
1.00367998	1.96850400	0.94488190
1.01591998	1.96850400	0.94488190
1.02815998	1.96850400	0.94488190
1.04039997	2.04724400	0.94488190
1.05263997	2.04724400	0.94488190
1.06487997	2.04724400	0.94488190
1.07711997	2.04724400	0.94488190
1.08935997	2.12598400	0.94488190
1.10159997	2.04724400	0.94488190
1.11383997	2.12598400	0.94488190
1.12607997	2.12598400	0.94488190
1.13831997	2.20472400	0.94488190
1.15055997	2.20472400	0.94488190
1.16279997	2.20472400	0.94488190
1.17503997	2.28346500	0.94488190
1.18727997	2.28346500	0.78740160
1.19951997	2.36220500	0.78740160
1.21175997	2.36220500	0.78740160
1.22399997	2.44094500	0.78740160
1.23623997	2.44094500	0.78740160
1.24847997	2.51968500	0.78740160
1.26071997	2.59842500	0.78740160
1.27295997	2.59842500	0.78740160
1.28519997	2.67716500	0.78740160
1.29743997	2.67716500	0.78740160
1.30967997	2.75590500	0.78740160
1.32191997	2.83464600	0.78740160
1.33415997	2.91338600	0.78740160
1.34639997	2.91338600	0.78740160
1.35863997	2.99212600	0.78740160
1.37087997	3.07086600	0.78740160
1.38311997	3.14960600	0.78740160
1.39535997	3.22834600	0.78740160
1.40759997	3.30708700	0.78740160
1.41983997	3.38582700	0.62992130
1.43207997	3.38582700	0.62992130
1.44431997	3.46456700	0.62992130
1.45655996	3.54330700	0.62992130
1.46879996	3.62204700	0.62992130
1.48103996	3.70078700	0.62992130
1.49327996	3.70078700	0.62992130
1.50551996	3.85826800	0.62992130
1.51775996	3.85826800	0.62992130
1.52999996	3.93700800	0.62992130
