Frekvens	Kanal A	Kanal B
(ms)	(V)	(V)

0.00000000	3.07086600	8.11023600
0.01224000	3.07086600	8.11023600
0.02448000	3.07086600	8.11023600
0.03672000	3.07086600	8.11023600
0.04896000	3.07086600	8.11023600
0.06120000	3.07086600	8.11023600
0.07344000	3.07086600	8.11023600
0.08568000	3.07086600	8.11023600
0.09792000	3.07086600	8.11023600
0.11016000	3.07086600	8.03149600
0.12240000	3.07086600	8.11023600
0.13464000	3.07086600	8.03149600
0.14688000	3.07086600	8.11023600
0.15912000	3.07086600	8.03149600
0.17136000	3.07086600	8.11023600
0.18360000	3.07086600	8.03149600
0.19584000	3.07086600	8.03149600
0.20807999	3.07086600	8.03149600
0.22031999	3.07086600	8.11023600
0.23255999	3.07086600	8.03149600
0.24479999	3.07086600	8.03149600
0.25703999	3.07086600	8.03149600
0.26927999	3.07086600	8.11023600
0.28151999	3.07086600	8.03149600
0.29375999	3.07086600	8.03149600
0.30599999	3.07086600	8.03149600
0.31823999	3.07086600	8.03149600
0.33047999	3.07086600	8.03149600
0.34271999	3.07086600	8.03149600
0.35495999	3.07086600	8.03149600
0.36719999	3.07086600	8.03149600
0.37943999	3.07086600	8.03149600
0.39167999	3.07086600	8.03149600
0.40391999	3.07086600	8.03149600
0.41615999	3.07086600	8.03149600
0.42839999	3.07086600	8.03149600
0.44063999	3.07086600	8.03149600
0.45287999	3.07086600	8.03149600
0.46511999	3.07086600	8.03149600
0.47735999	3.07086600	8.03149600
0.48959999	3.07086600	8.03149600
0.50183999	3.07086600	8.03149600
0.51407999	2.99212600	8.03149600
0.52631999	3.07086600	8.03149600
0.53855999	2.99212600	8.03149600
0.55079999	3.07086600	8.03149600
0.56303999	2.99212600	8.03149600
0.57527999	2.99212600	8.03149600
0.58751999	2.99212600	8.03149600
0.59975999	2.99212600	8.03149600
0.61199999	2.99212600	8.03149600
0.62423998	2.99212600	8.03149600
0.63647998	2.99212600	8.03149600
0.64871998	2.99212600	8.03149600
0.66095998	2.99212600	8.03149600
0.67319998	2.99212600	7.95275600
0.68543998	2.99212600	8.03149600
0.69767998	2.99212600	7.95275600
0.70991998	2.99212600	8.03149600
0.72215998	2.99212600	7.95275600
0.73439998	2.99212600	8.03149600
0.74663998	2.99212600	7.95275600
0.75887998	2.99212600	7.95275600
0.77111998	2.99212600	7.95275600
0.78335998	2.99212600	7.95275600
0.79559998	2.91338600	7.95275600
0.80783998	2.91338600	8.03149600
0.82007998	2.91338600	7.95275600
0.83231998	2.91338600	7.95275600
0.84455998	2.91338600	7.95275600
0.85679998	2.91338600	7.95275600
0.86903998	2.91338600	7.95275600
0.88127998	2.91338600	7.95275600
0.89351998	2.91338600	7.95275600
0.90575998	2.91338600	7.95275600
0.91799998	2.91338600	7.95275600
0.93023998	2.91338600	7.95275600
0.94247998	2.91338600	7.95275600
0.95471998	2.83464600	7.95275600
0.96695998	2.83464600	7.95275600
0.97919998	2.83464600	7.95275600
0.99143998	2.83464600	7.95275600
1.00367998	2.83464600	7.95275600
1.01591998	2.83464600	7.95275600
1.02815998	2.83464600	7.95275600
1.04039997	2.83464600	7.95275600
1.05263997	2.83464600	7.95275600
1.06487997	2.83464600	7.95275600
1.07711997	2.83464600	7.95275600
1.08935997	2.83464600	7.95275600
1.10159997	2.83464600	7.95275600
1.11383997	2.83464600	7.95275600
1.12607997	2.75590500	7.95275600
1.13831997	2.75590500	7.87401600
1.15055997	2.75590500	7.95275600
1.16279997	2.75590500	7.95275600
1.17503997	2.75590500	7.95275600
1.18727997	2.75590500	7.87401600
1.19951997	2.75590500	7.95275600
1.21175997	2.75590500	7.87401600
1.22399997	2.75590500	7.95275600
1.23623997	2.75590500	7.87401600
1.24847997	2.75590500	7.95275600
1.26071997	2.75590500	7.87401600
1.27295997	2.75590500	7.87401600
1.28519997	2.67716500	7.87401600
1.29743997	2.67716500	7.87401600
1.30967997	2.67716500	7.87401600
1.32191997	2.67716500	7.87401600
1.33415997	2.67716500	7.87401600
1.34639997	2.67716500	7.87401600
1.35863997	2.67716500	7.87401600
1.37087997	2.67716500	7.87401600
1.38311997	2.67716500	7.87401600
1.39535997	2.67716500	7.87401600
1.40759997	2.67716500	7.87401600
1.41983997	2.67716500	7.87401600
1.43207997	2.67716500	7.87401600
1.44431997	2.67716500	7.87401600
1.45655996	2.59842500	7.87401600
1.46879996	2.59842500	7.87401600
1.48103996	2.59842500	7.87401600
1.49327996	2.59842500	7.87401600
1.50551996	2.59842500	7.87401600
1.51775996	2.59842500	7.87401600
1.52999996	2.59842500	7.87401600
