Frekvens	Kanal A	Kanal B
(ms)	(V)	(V)

0.00000000	4.09448800	2.83464600
0.01224000	4.09448800	2.83464600
0.02448000	4.01574800	2.83464600
0.03672000	4.01574800	2.83464600
0.04896000	4.01574800	2.83464600
0.06120000	4.01574800	2.75590500
0.07344000	4.01574800	2.83464600
0.08568000	3.93700800	2.75590500
0.09792000	3.93700800	2.83464600
0.11016000	3.93700800	2.75590500
0.12240000	3.93700800	2.83464600
0.13464000	3.93700800	2.75590500
0.14688000	3.93700800	2.83464600
0.15912000	3.93700800	2.75590500
0.17136000	3.85826800	2.83464600
0.18360000	3.85826800	2.75590500
0.19584000	3.85826800	2.75590500
0.20807999	3.77952800	2.75590500
0.22031999	3.77952800	2.75590500
0.23255999	3.77952800	2.75590500
0.24479999	3.77952800	2.75590500
0.25703999	3.77952800	2.75590500
0.26927999	3.77952800	2.75590500
0.28151999	3.70078700	2.75590500
0.29375999	3.70078700	2.75590500
0.30599999	3.70078700	2.75590500
0.31823999	3.70078700	2.75590500
0.33047999	3.62204700	2.75590500
0.34271999	3.70078700	2.75590500
0.35495999	3.62204700	2.75590500
0.36719999	3.62204700	2.75590500
0.37943999	3.54330700	2.75590500
0.39167999	3.62204700	2.75590500
0.40391999	3.54330700	2.75590500
0.41615999	3.54330700	2.75590500
0.42839999	3.54330700	2.75590500
0.44063999	3.54330700	2.75590500
0.45287999	3.46456700	2.75590500
0.46511999	3.46456700	2.75590500
0.47735999	3.46456700	2.75590500
0.48959999	3.46456700	2.75590500
0.50183999	3.38582700	2.75590500
0.51407999	3.38582700	2.75590500
0.52631999	3.38582700	2.75590500
0.53855999	3.38582700	2.75590500
0.55079999	3.38582700	2.75590500
0.56303999	3.30708700	2.75590500
0.57527999	3.30708700	2.75590500
0.58751999	3.30708700	2.75590500
0.59975999	3.22834600	2.75590500
0.61199999	3.22834600	2.75590500
0.62423998	3.22834600	2.75590500
0.63647998	3.22834600	2.75590500
0.64871998	3.22834600	2.67716500
0.66095998	3.14960600	2.75590500
0.67319998	3.14960600	2.67716500
0.68543998	3.14960600	2.75590500
0.69767998	3.14960600	2.67716500
0.70991998	3.07086600	2.67716500
0.72215998	3.07086600	2.67716500
0.73439998	3.07086600	2.67716500
0.74663998	3.07086600	2.67716500
0.75887998	3.07086600	2.67716500
0.77111998	2.99212600	2.67716500
0.78335998	2.99212600	2.67716500
0.79559998	2.99212600	2.67716500
0.80783998	2.91338600	2.67716500
0.82007998	2.91338600	2.67716500
0.83231998	2.91338600	2.67716500
0.84455998	2.91338600	2.67716500
0.85679998	2.91338600	2.67716500
0.86903998	2.83464600	2.67716500
0.88127998	2.83464600	2.67716500
0.89351998	2.83464600	2.67716500
0.90575998	2.75590500	2.67716500
0.91799998	2.75590500	2.67716500
0.93023998	2.75590500	2.67716500
0.94247998	2.75590500	2.67716500
0.95471998	2.75590500	2.67716500
0.96695998	2.67716500	2.67716500
0.97919998	2.67716500	2.67716500
0.99143998	2.67716500	2.67716500
1.00367998	2.59842500	2.67716500
1.01591998	2.59842500	2.67716500
1.02815998	2.59842500	2.67716500
1.04039997	2.59842500	2.67716500
1.05263997	2.59842500	2.67716500
1.06487997	2.51968500	2.67716500
1.07711997	2.51968500	2.67716500
1.08935997	2.51968500	2.67716500
1.10159997	2.44094500	2.67716500
1.11383997	2.44094500	2.67716500
1.12607997	2.44094500	2.67716500
1.13831997	2.44094500	2.67716500
1.15055997	2.44094500	2.67716500
1.16279997	2.36220500	2.59842500
1.17503997	2.36220500	2.67716500
1.18727997	2.36220500	2.67716500
1.19951997	2.28346500	2.67716500
1.21175997	2.36220500	2.67716500
1.22399997	2.28346500	2.67716500
1.23623997	2.28346500	2.59842500
1.24847997	2.20472400	2.59842500
1.26071997	2.20472400	2.59842500
1.27295997	2.20472400	2.67716500
1.28519997	2.20472400	2.59842500
1.29743997	2.20472400	2.67716500
1.30967997	2.12598400	2.59842500
1.32191997	2.12598400	2.59842500
1.33415997	2.12598400	2.59842500
1.34639997	2.12598400	2.59842500
1.35863997	2.12598400	2.59842500
1.37087997	2.04724400	2.59842500
1.38311997	2.04724400	2.59842500
1.39535997	2.04724400	2.59842500
1.40759997	2.04724400	2.59842500
1.41983997	1.96850400	2.59842500
1.43207997	1.96850400	2.59842500
1.44431997	1.96850400	2.59842500
1.45655996	1.96850400	2.59842500
1.46879996	1.96850400	2.59842500
1.48103996	1.96850400	2.59842500
1.49327996	1.88976400	2.59842500
1.50551996	1.88976400	2.59842500
1.51775996	1.88976400	2.59842500
1.52999996	1.88976400	2.59842500
